PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH CITY,BIRTH STATE,BIRTH COUNTRY,PLAY DEBUT,PLAY LASTGAME,MGR DEBUT,MGR LASTGAME,COACH DEBUT,COACH LASTGAME,UMP DEBUT,UMP LASTGAME,DEATHDATE,DEATH CITY,DEATH STATE,DEATH COUNTRY,BATS,THROWS,HEIGHT,WEIGHT,CEMETERY,CEME CITY,CEME STATE,CEME COUNTRY,CEME NOTE,BIRTH NAME,NAME CHG,BAT CHG,HOF
adlet001,Adleman,"Timothy Max","Tim","11/13/1987","Staten Island","New York","USA","05/01/2016","09/19/2017",,,,,,,,,,,R,R,"6-05",225,,,,,,,,,NOT
adonj001,Adon,"Joan Manuel","Joan","08/12/1998","Santo Domingo","Distrito Nacional","Dominican Republic","10/03/2021","10/03/2021",,,,,,,,,,,R,R,"6-02",242,,,,,,,,,
adrie001,Adrianza,"Ehire Enrique (Palma)","Ehire","08/21/1989","Guarenas","Miranda","Venezuela","09/08/2013","10/31/2021",,,,,,,,,,,B,R,"6-01",165,,,,,,,,,NOT
afent001,Afenir,"Michael Troy","Troy","09/21/1963","Escondido","California","USA","09/14/1987","07/10/1992",,,,,,,,,,,R,R,"6-04",185,,,,,,,,,NOT
affej001,Affeldt,"Jeremy David","Jeremy","06/06/1979","Phoenix","Arizona","USA","04/06/2002","10/04/2015",,,,,,,,,,,L,L,"6-04",185,,,,,,,,,NOT
agbab001,Agbayani,"Benny Peter","Benny","12/28/1971","Honolulu","Hawaii","USA","06/17/1998","09/29/2002",,,,,,,,,,,R,R,"6-00",225,,,,,,,,,NOT
ageet101,Agee,"Tommie Lee","Tommie","08/09/1942","Magnolia","Alabama","USA","09/14/1962","09/30/1973",,,,,,,"01/22/2001","New York","New York","USA",R,R,"5-11",195,"Pine Crest Cemetery","Mobile","Alabama","USA",,,,,NOT
aggah101,Agganis,"Harry","Harry","04/20/1929","Lynn","Massachusetts","USA","04/13/1954","06/02/1955",,,,,,,"06/27/1955","Cambridge","Massachusetts","USA",L,L,"6-02",200,"Pine Grove Cemetery","Lynn","Massachusetts","USA","Plot Z, Lot 75",,,,NOT
aglej101,Agler,"Joseph Abram","Joe","06/12/1887","Coshocton","Ohio","USA","10/01/1912","10/02/1915",,,,,,,"04/26/1971","Massillon","Ohio","USA",L,L,"5-11",165,"Harry Warstler Cemetery","Canton","Ohio","USA",,,,,NOT
agnes101,Agnew,"Samuel Lester","Sam","04/12/1887","Farmington","Missouri","USA","04/10/1913","09/28/1919",,,,,,,"07/19/1951","Sonoma","California","USA",R,R,"5-11",185,"Chapel of the Chimes","Santa Rosa","California","USA",,,,,NOT
agosj001,Agosto,"Juan Roberto (Gonzalez)","Juan","02/23/1958","Rio Piedras",,"Puerto Rico","09/07/1981","06/19/1993",,,,,,,,,,,L,L,"6-02",190,,,,,,,,,NOT
agrad001,Agrazal,Dario Abdiel,Dario,12/28/1994,Aguadulce,Cocle,Panama,06/15/2019,"09/25/2019",,,,,,,,,,,R,R,"6-02",240,,,,,,,,,NOT
agual001,Aguayo,"Luis (Muriel)","Luis","03/13/1959","Vega Baja",,"Puerto Rico","04/19/1980","09/30/1989",,,"06/17/2008","09/28/2008",,,,,,,R,R,"5-09",173,,,,,,,,,NOT
aguic001,Aguila,"Christopher Louis","Chris","02/23/1979","Redwood City","California","USA","06/28/2004","07/10/2008",,,,,,,,,,,R,R,"5-11",180,,,,,,,,,NOT
aguih101,Aguirre,"Henry John","Hank","01/31/1931","Azusa","California","USA","09/10/1955","06/24/1970",,,"04/15/1972","10/02/1974",,,"09/05/1994","Bloomfield Hills","Michigan","USA",R,L,"6-04",205,"San Gabriel Mission Cemetery","San Gabriel","California","USA",,,,,NOT
aguij001,Aguilar,"Jesus Alexander","Jesus","06/30/1990","Maracay","Aragua","Venezuela","05/15/2014","09/05/2021",,,,,,,,,,,R,R,"6-03",250,,,,,,,,,NOT
aguim001,Aguilar,"Miguel Armando","Miguel","09/26/1991","Ciudad Obregon","Sonora","Mexico","07/30/2021","09/12/2021",,,,,,,,,,,L,L,"5-08",194,,,,,,,,,
aguir001,Aguilera,"Richard Warren","Rick","12/31/1961","San Gabriel","California","USA","06/12/1985","09/06/2000",,,,,,,,,,,R,R,"6-04",195,,,,,,,,,NOT
aheac101,Ahearn,"William H.","William","1858","Troy","New York","USA","06/19/1880","06/19/1880",,,,,,,"04/28/1919","Troy","New York","USA",,,,,,,,,,,,,NOT
aheap001,Ahearne,"Patrick Howard","Pat","12/10/1969","San Francisco","California","USA","06/14/1995","06/30/1995",,,,,,,,,,,R,R,"6-03",195,,,,,,,,,NOT
ahmen001,Ahmed,"Nicholas Mark","Nick","03/15/1990","Springfield","Massachusetts","USA","06/29/2014","09/17/2021",,,,,,,,,,,R,R,"6-03",205,,,,,,,,,NOT
aikew001,Aikens,"Willie Mays","Willie","10/14/1954","Seneca","South Carolina","USA","05/17/1977","04/27/1985",,,,,,,,,,,L,R,"6-03",220,,,,,,,,,NOT
aingd101,Ainge,"Daniel Ray","Danny","03/17/1959","Eugene","Oregon","USA","05/21/1979","09/22/1981",,,,,,,,,,,R,R,"6-04",175,,,,,,,,,NOT
ainse101,Ainsmith,"Edward Wilbur","Eddie","02/04/1890","Cambridge",,"Russia","08/09/1910","07/21/1924",,,,,,,"09/06/1981","Fort Lauderdale","Florida","USA",R,R,"5-11",180,,,,,,"Edward Anshmedt",,,NOT
ainsk001,Ainsworth,"Kurt Harold","Kurt","09/09/1978","Baton Rouge","Louisiana","USA","09/05/2001","05/14/2004",,,,,,,,,,,R,R,"6-03",192,,,,,,,,,NOT
aitcr101,Aitchison,"Raleigh Leonidas","Raleigh","12/05/1887","Tyndall","South Dakota","USA","04/19/1911","06/20/1915",,,,,,,"09/26/1958","Columbus","Kansas","USA",R,L,"5-11.5",175,"Columbus City Cemetery","Columbus","Kansas","USA",,,,,NOT
aitog101,Aiton,"George Wilson","George","12/29/1890","Kingman","Kansas","USA","06/29/1912","07/28/1912",,,,,,,"08/16/1976","Norfolk","California","USA",B,R,"5-11.5",175,"Cremated",,,,,,,,NOT
ake-j101,Ake,"John Leckie","John","08/29/1861","Altoona","Pennsylvania","USA","05/12/1884","07/15/1884",,,,,,,"05/11/1887","La Crosse","Wisconsin","USA",R,R,"6-01",180,"Oak Grove Cemetery","La Crosse","Wisconsin","USA",,,,,NOT
akerb101,Akers,"William G.","Bill","12/25/1904","Chattanooga","Tennessee","USA","09/08/1929","07/27/1932",,,,,,,"04/13/1962","Chattanooga","Tennessee","USA",R,R,"5-11",178,"Chattanooga National Cemetery","Chattanooga","Tennessee","USA",,,,,NOT
akerd001,Akerfelds,"Darrel Wayne","Darrel","06/12/1962","Denver","Colorado","USA","08/01/1986","07/02/1991",,,"06/11/2001","04/15/2012",,,"06/24/2012","Phoenix","Arizona","USA",R,R,"6-02",210,,,,,,,,,NOT
akerj101,Akers,"Albert Earl","Jerry","11/01/1887","Shelbyville","Indiana","USA","05/04/1912","05/25/1912",,,,,,,"05/15/1979","Bay Pines","Florida","USA",R,R,"5-11",175,"Garden of Memories Cemetery","Tampa","Florida","USA",,,,,NOT
akerj102,Aker,"Jackie Delane","Jack","07/13/1940","Tulare","California","USA","05/03/1964","09/27/1974",,,"04/07/1986","10/04/1987",,,,,,,R,R,"6-02",190,,,,,,,,,NOT
akink001,Akin,"Keegan Lee","Keegan","04/01/1995","Alma","Michigan","USA","08/14/2020","09/22/2021",,,,,,,,,,,L,L,"6-00",225,,,,,,,,,
akiys001,Akiyama,"Shogo","Shogo","04/16/1988","Yokosuka","Kanagawa","Japan","07/24/2020","09/16/2021",,,,,,,,,,,L,R,"6-00",190,,,,,,,,,
alanr001,Alaniz,Ruben,R.J.,06/14/1991,McAllen,Texas,USA,04/12/2019,"07/23/2021",,,,,,,,,,,R,R,"6-04",219,,,,,,,,,
albag001,Alba,"Gibson Alberto (Rosado)","Gibson","01/18/1960","Santiago","Santiago","Dominican Republic","05/03/1988","05/08/1988",,,,,,,,,,,L,L,"6-02",160,,,,,,,,,NOT
albaj001,Albaladejo,"Jonathan (Santana)","Jonathan","10/30/1982","San Juan",,"Puerto Rico","09/05/2007","07/20/2012",,,,,,,,,,,R,R,"6-05",250,,,,,,,,,NOT
albaj101,Albanese,"Joseph Peter","Joe","06/26/1933","New York","New York","USA","07/18/1958","09/09/1958",,,,,,,"06/17/2000","New York","New York","USA",R,R,"6-03",215,"St. George Cemetery","Neptune","New Jersey","USA",,,,,NOT
albea001,Albers,"Andrew William","Andrew","10/06/1985","North Battleford","Saskatchewan","Canada","08/06/2013","09/15/2021",,,,,,,,,,,R,L,"6-01",195,,,,,,,,,NOT
albeb101,Alberts,"Francis Burt","Butch","05/04/1950","Williamsport","Pennsylvania","USA","09/07/1978","09/28/1978",,,,,,,,,,,R,R,"6-02",205,,,,,,,,,NOT
albec101,Alberts,"Frederick Joseph","Cy","01/14/1882","Grand Rapids","Michigan","USA","09/17/1910","10/12/1910",,,,,,,"08/27/1917","Fort Wayne","Indiana","USA",R,R,"6-00",230,"Catholic Cemetery","Fort Wayne","Indiana","USA",,,,,NOT
albeg101,Alberts,"Augustus Peter","Gus","09/  /1860","Reading","Pennsylvania","USA","05/01/1884","09/22/1891",,,,,,,"05/07/1912","Idaho Springs","Colorado","USA",R,R,"5-06.5",180,"Mt. Olivet Cemetery","Wheat Ridge","Colorado","USA",,,,,NOT
albeh001,Alberto,"Hanser Joel (Pena)","Hanser","10/17/1992","San Francisco de Macoris","Duarte","Dominican Republic","05/29/2015","10/03/2021",,,,,,,,,,,R,R,"5-11",215,,,,,,,,,NOT
albej001,Alberro,"Jose Edgardo","Jose","06/29/1969","San Juan",,"Puerto Rico","04/27/1995","08/05/1997",,,,,,,,,,,R,R,"6-02",190,,,,,,,,,NOT
albem001,Albers,"Matthew James","Matt","01/20/1983","Houston","Texas","USA","07/25/2006","09/28/2019",,,,,,,,,,,L,R,"6-00",205,,,,,,,,,NOT
albio001,Albies,"Ozhaino Jurdy Jiandro","Ozzie","01/07/1997","Willemstad",,"Curacao","08/01/2017","11/02/2021",,,,,,,,,,,B,R,"5-09",160,,,,,,,,,NOT
alboe101,Albosta,"Edward John","Ed","10/27/1918","Saginaw","Michigan","USA","09/03/1941","09/24/1946",,,,,,,"01/07/2003","Saginaw","Michigan","USA",R,R,"6-01",175,"Mount Olivet Cemetery","Saginaw","Michigan","USA","Cremated",,,,NOT
albre101,Albrecht,"Edward Arthur","Ed","02/28/1929","St. Louis","Missouri","USA","10/02/1949","04/26/1950",,,,,,,"12/29/1979","Centreville","Illinois","USA",R,R,"5-10.5",165,"St. Joseph Cemetery","Dupo","Illinois","USA",,,,,NOT
albrj101,Albright,"Harold John","Jack","06/30/1921","St. Petersburg","Florida","USA","05/19/1947","07/27/1947",,,,,,,"07/22/1991","San Diego","California","USA",R,R,"5-09",175,"Fort Rosecrans National Cemetery","San Diego","California","USA",,,,,NOT
albua001,Alburquerque,"Alberto Jose","Al","06/10/1986","San Pedro de Macoris","Macoris","Dominican Republic","04/15/2011","09/30/2017",,,,,,,,,,,R,R,"6-00",195,,,,,,,,,NOT
albuv101,Albury,"Victor","Vic","05/12/1947","Key West","Florida","USA","08/07/1973","09/26/1976",,,,,,,"04/18/2017","Tampa","Florida","USA",L,L,"6-00",190,,,,,,,,,NOT
alcaa001,Alcantara,"Arismendy","Arismendy","10/29/1991","Santo Domingo","Distrito Nacional","Dominican Republic","07/09/2014","08/09/2017",,,,,,,,,,,B,R,"5-10",170,,,,,,,,,NOT
alcai001,Alcantara,"Israel (Cristosomo)","Israel","05/06/1973","Bani","Peravia","Dominican Republic","06/25/2000","08/22/2002",,,,,,,,,,,R,R,"6-02",180,,,,,,,,,NOT
alcaj001,Alcala,Jorge Luis,Jorge,07/28/1995,Bajos de Haina,San Cristobal,Dominican Republic,09/21/2019,"10/03/2021",,,,,,,,,,,R,R,"6-03",205,,,,,,,,,
alcal101,Alcaraz,"Angel Luis (Acosta)","Luis","06/20/1941","Humacao",,"Puerto Rico","09/13/1967","06/07/1970",,,,,,,,,,,R,R,"5-09",165,,,,,,,,,NOT
alcar001,Alcantara,"Raul","Raul","12/04/1992","Barahona","Barahona","Dominican Republic","09/05/2016","09/29/2017",,,,,,,,,,,R,R,"6-04",220,,,,,,,,,NOT
alcas001,Alcantara,"Sandy (Montero)","Sandy","09/07/1995","Azua","Azua","Dominican Republic","09/03/2017","10/01/2021",,,,,,,,,,,R,R,"6-04",170,,,,,,,,,NOT
alcas002,Alcantara,"Sergio Junior","Sergio","07/10/1996","Santo Domingo Este","Santo Domingo","Dominican Republic","09/06/2020","10/03/2021",,,,,,,,,,,B,R,"5-09",151,,,,,,,,,
alcas101,Alcala,"Santo","Santo","12/23/1952","San Pedro de Macoris","Macoris","Dominican Republic","04/10/1976","09/25/1977",,,,,,,,,,,R,R,"6-05",195,,,,,,"Santo Anibal (Alcala)",,,NOT
alcav001,Alcantara,"Victor Alfonso","Victor","04/03/1993","Santo Domingo","Distrito Nacional","Dominican Republic","09/05/2017","09/29/2019",,,,,,,,,,,R,R,"6-02",190,,,,,,,,,NOT
alcos101,Alcock,"John Forbes","Scotty","11/29/1885","Wooster","Ohio","USA","04/19/1914","08/02/1914",,,,,,,"01/30/1973","Wooster","Ohio","USA",R,R,"5-09.5",160,"Riverview Cemetery","East Liverpool","Ohio","USA",,,,,NOT
alded101,Alderson,"Dale Leonard","Dale","03/09/1918","Belden","Nebraska","USA","09/18/1943","07/05/1944",,,,,,,"02/12/1982","Garden Grove","California","USA",R,R,"5-10",190,"Belden Cemetery","Belden","Nebraska","USA",,,,,NOT
aldrc001,Aldridge,"Cory Jerome","Cory","06/13/1979","San Angelo","Texas","USA","09/05/2001","07/11/2010",,,,,,,,,,,L,R,"6-00",210,,,,,,,,,NOT
aldrj001,Aldrich,"Jay Robert","Jay","04/14/1961","Alexandria","Louisiana","USA","06/05/1987","04/26/1990",,,,,,,,,,,R,R,"6-03",210,,,,,,,,,NOT
aldrm001,Aldrete,"Michael Peter","Mike","01/29/1961","Carmel","California","USA","05/28/1986","10/23/1996",,,"04/06/2004","11/03/2021",,,,,,,L,L,"5-11",180,,,,,,,,,NOT
aldrs001,Aldred,"Scott Phillip","Scott","06/12/1968","Flint","Michigan","USA","09/09/1990","05/29/2000",,,,,,,,,,,L,L,"6-04",195,,,,,,,,,NOT
aldrv101,Aldridge,"Victor","Vic","10/25/1893","Crane","Indiana","USA","04/15/1917","08/29/1928",,,,,,,"04/17/1973","Terre Haute","Indiana","USA",R,R,"5-09.5",175,"Trinity Springs Cemetery","Trinity Springs","Indiana","USA",,,,,NOT
alenc101,Aleno,"Charles","Chuck","02/19/1917","St. Louis","Missouri","USA","05/15/1941","09/23/1944",,,,,,,"02/10/2003","Deland","Florida","USA",R,R,"6-01.5",215,"Oakdale Cemetery","Deland","Florida","USA","Cremated",,,,NOT
alexa001,Alexy,"Adam John","A.J.","04/21/1998","Honey Brook","Pennsylvania","USA","08/30/2021","09/28/2021",,,,,,,,,,,R,R,"6-04",195,,,,,,,,,
alexb101,Alexander,"Robert Somerville","Bob","08/07/1922","Vancouver","British Columbia","Canada","04/11/1955","09/22/1957",,,,,,,"04/07/1993","Oceanside","California","USA",R,R,"6-02.5",205,"Cremated",,,,"Ashes scattered",,,,NOT
alexd001,Alexander,"Doyle Lafayette","Doyle","09/04/1950","Cordova","Alabama","USA","06/26/1971","09/27/1989",,,,,,,,,,,R,R,"6-03",190,,,,,,,,,NOT
alexd101,Alexander,"David Dale","Dale","04/26/1903","Greeneville","Tennessee","USA","04/16/1929","09/23/1933",,,,,,,"03/02/1979","Greeneville","Tennessee","USA",R,R,"6-03",210,"Shiloh Cemetery","Tusculum","Tennessee","USA",,,,,NOT
alexg001,Alexander,"Gerald Paul","Gerald","03/26/1968","Baton Rouge","Louisiana","USA","09/09/1990","06/30/1992",,,,,,,,,,,R,R,"5-11",190,,,,,,,,,NOT
alexg101,Alexander,"Gary Wayne","Gary","03/27/1953","Los Angeles","California","USA","09/12/1975","09/28/1981",,,,,,,,,,,R,R,"6-02",195,,,,,,,,,NOT
alexg102,Alexander,"Grover Cleveland","Pete","02/26/1887","Elba","Nebraska","USA","04/15/1911","05/28/1930",,,,,,,"11/04/1950","St. Paul","Nebraska","USA",R,R,"6-01",185,"Elmwood Cemetery","St. Paul","Nebraska","USA",,,,,HOF
alexh101,Alexander,"Hugh","Hugh","07/10/1917","Buffalo","Missouri","USA","08/15/1937","09/22/1937",,,,,,,"11/25/2000","Oklahoma City","Oklahoma","USA",R,R,"6-00",190,"Maple Grove Cemetery","Seminole","Oklahoma","USA",,,,,NOT
alexm001,Alexander,"Manuel de Jesus","Manny","03/20/1971","San Pedro de Macoris","Macoris","Dominican Republic","09/18/1992","09/28/2006",,,,,,,,,,,R,R,"5-10",150,,,,,,"Manuel DeJesus (Alexander)",,,NOT
alexm101,Alexander,"Matthew","Matt","01/30/1947","Shreveport","Louisiana","USA","08/23/1973","10/03/1981",,,,,,,,,,,B,R,"5-11",168,,,,,,,,,NOT
alexn101,Alexander,"William Henry","Nin","11/24/1858","Pana","Illinois","USA","06/07/1884","09/03/1884",,,,,,,"12/22/1933","Pana","Illinois","USA",R,R,"5-04.5",163,"Mound Cemetery","Pana","Illinois","USA",,,,,NOT
alexs001,Alexander,"Scott Alain","Scott","07/10/1989","Santa Rosa","California","USA","09/02/2015","07/19/2021",,,,,,,,,,,L,L,"6-02",190,,,,,,,,,NOT
alext001,Alexander,Tyler John,Tyler,07/14/1994,Chicago,Illinois,USA,07/03/2019,"10/03/2021",,,,,,,,,,,R,L,"6-02",200,,,,,,,,,
alexw101,Alexander,"Walter Ernest","Walt","03/05/1891","Atlanta","Georgia","USA","06/21/1912","09/08/1917",,,,,,,"12/29/1978","Fort Worth","Texas","USA",R,R,"5-10.5",165,"Grove Hill Memorial Park","Dallas","Texas","USA",,,,,NOT
alfaj001,Alfaro,"Jason","Jason","11/29/1977","San Antonio","Texas","USA","09/09/2004","10/01/2004",,,,,,,,,,,R,R,"5-10",185,,,,,,,,,NOT
alfaj002,Alfaro,"Jorge Mario (Buelvas)","Jorge","06/11/1993","Sincelejo","Sucre","Colombia","09/12/2016","09/15/2021",,,,,,,,,,,R,R,"6-02",225,,,,,,,,,NOT
alfoa001,Alfonseca,"Antonio","Antonio","04/16/1972","La Romana","La Romana","Dominican Republic","06/17/1997","10/04/2007",,,,,,,,,,,R,R,"6-05",235,,,,,,,,,NOT
alfoa002,Alford,"Anthony Joseph","Anthony","07/20/1994","Columbia","Mississippi","USA","05/19/2017","10/03/2021",,,,,,,,,,,R,R,"6-01",215,,,,,,,,,NOT
alfoe001,Alfonzo,"Edgardo Antonio","Edgardo","08/11/1973","Santa Teresa","Miranda","Venezuela","04/26/1995","06/11/2006",,,,,,,,,,,R,R,"5-11",185,,,,,,,,,NOT
alfoe002,Alfonzo,"Eliezer Jesus","Eliezer","02/07/1979","Puerto la Cruz","Anzoategui","Venezuela","06/03/2006","09/13/2011",,,,,,,,,,,R,R,"6-00",223,,,,,,,,,NOT
alicl001,Alicea,"Luis Rene (de Jesus)","Luis","07/29/1965","Santurce",,"Puerto Rico","04/23/1988","09/25/2002",,,"04/02/2007","10/04/2009",,,,,,,B,R,"5-09",165,,,,,,,,,NOT
allaa001,Allanson,"Andrew Neal","Andy","12/22/1961","Richmond","Virginia","USA","04/07/1986","10/02/1995",,,,,,,,,,,R,R,"6-05",220,,,,,,,,,NOT
allab101,Allard,"Brian Marshall","Brian","01/03/1958","Spring Valley","Illinois","USA","08/08/1979","06/10/1981",,,,,,,,,,,R,R,"6-01",175,,,,,,,,,NOT
allak001,Allard,"Kolby Kenneth","Kolby","08/13/1997","Anaheim","California","USA","07/31/2018","10/01/2021",,,,,,,,,,,L,L,"6-01",190,,,,,,,,,NOT
allea001,Allen,Austin Michael,Austin,01/16/1994,St. Louis,Missouri,USA,05/11/2019,"09/05/2021",,,,,,,,,,,L,R,"6-02",220,,,,,,,,,
alleb001,Allen,"Brandon Durell","Brandon","02/12/1986","Conroe","Texas","USA","08/22/2009","05/09/2012",,,,,,,,,,,L,R,"6-02",235,,,,,,,,,NOT
alleb101,Allen,"Robert Gray","Bob","10/23/1937","Tatum","Texas","USA","04/14/1961","09/27/1967",,,,,,,,,,,L,L,"6-02",175,,,,,,,,,NOT
alleb102,Allen,"Robert Earl","Bob","07/02/1914","Smithville","Tennessee","USA","09/19/1937","10/02/1937",,,,,,,"10/30/2005","Chesapeake","Virginia","USA",R,R,"6-01",165,"Meadowbrook Memorial Gardens","Suffolk","Virginia","USA",,,,,NOT
alleb103,Allen,"Robert Gilman","Bob","07/10/1867","Marion","Ohio","USA","04/19/1890","06/01/1900","06/25/1890","10/14/1900",,,,,"05/14/1943","Little Rock","Arkansas","USA",R,R,"5-11",175,"Roselawn Memorial Park","Little Rock","Arkansas","USA",,,,,NOT
alleb104,Allen,"Robert","Bob","10/13/1894","Muscoda","Wisconsin","USA","08/20/1919","09/09/1919",,,,,,,"12/18/1975","Naperville","Illinois","USA",R,R,"5-10",180,"Bronswood Cemetery","Oak Brook","Illinois","USA",,"Alvah Charles Elliott",,,NOT
alleb105,Allen,"Bernard Keith","Bernie","04/16/1939","East Liverpool","Ohio","USA","04/10/1962","09/19/1973",,,,,,,,,,,L,R,"6-00",175,,,,,,,,,NOT
allec001,Allen,"John Chad","Chad","02/06/1975","Dallas","Texas","USA","04/06/1999","06/02/2005",,,,,,,,,,,R,R,"6-01",195,,,,,,,,,NOT
allec002,Allen,"Cody Edward","Cody","11/20/1988","Orlando","Florida","USA","07/20/2012","06/14/2019",,,,,,,,,,,R,R,"6-01",210,,,,,,,,,NOT
alled001,Allen,"Dustin R.","Dusty","08/09/1972","Oklahoma City","Oklahoma","USA","07/01/2000","10/01/2000",,,,,,,,,,,R,R,"6-04",215,,,,,,,,,NOT
alled101,Allen,"Richard Anthony","Dick","03/08/1942","Wampum","Pennsylvania","USA","09/03/1963","06/19/1977",,,,,,,,,,,R,R,"5-11",187,,,,,,,,,NOT
allee101,Allen,"Ethan Nathan","Ethan","01/01/1904","Cincinnati","Ohio","USA","06/13/1926","06/18/1938",,,,,,,"09/15/1993","Crescent City","California","USA",R,R,"6-01",180,"Cremated",,,,,,,,NOT
allef101,Allen,"Frank Leon","Frank","08/26/1888","Newbern","Alabama","USA","04/24/1912","09/19/1917",,,,,,,"07/30/1933","Gainsville","Alabama","USA",R,L,"5-09",175,"Newbern Cemetery","Newbern","Alabama","USA",,,,,NOT
alleg001,Allenson,"Gary Martin","Gary","02/04/1955","Culver City","California","USA","04/08/1979","08/23/1985",,,"04/07/1992","10/03/2010",,,,,,,R,R,"5-11",185,,,,,,,,,NOT
alleg002,Allen,"Gregory Lomack","Greg","03/15/1993","San Diego","California","USA","09/01/2017","08/03/2021",,,,,,,,,,,B,R,"6-00",175,,,,,,,,,NOT
alleg101,Alley,"Leonard Eugene","Gene","07/10/1940","Richmond","Virginia","USA","09/04/1963","09/27/1973",,,,,,,,,,,R,R,"5-10",160,,,,,,,,,NOT
alleh101,Allen,"Horace Tanner","Horace","06/11/1899","Deland","Florida","USA","06/15/1919","09/27/1919",,,,,,,"07/05/1981","Canton","North Carolina","USA",L,R,"6-00",187,"Oakdale Cemetery","Deland","Florida","USA",,,,,NOT
alleh102,Allen,"Frank Erwin","Ham","04/20/1846","Augusta","Maine","USA","04/27/1872","08/09/1872",,,,,"10/21/1876","10/21/1876","02/06/1881","Natick","Massachusetts","USA",,,"5-04",,"Dell Park Cemetery","Natick","Massachusetts","USA",,,,,NOT
alleh103,Allen,"Hezekiah","Hezekiah","02/25/1863","Westport","Connecticut","USA","05/16/1884","05/16/1884",,,,,,,"09/21/1916","Saugatuck","Connecticut","USA",,,"5-11",160,"Willowbrook Cemetery","Westport","Connecticut","USA",,,,,NOT
alleh104,Allen,"Harold Andrew","Hank","07/23/1940","Wampum","Pennsylvania","USA","09/09/1966","09/28/1973",,,,,,,,,,,R,R,"6-00",190,,,,,,,,,NOT
allej001,Allensworth,"Jermaine LaMont","Jermaine","01/11/1972","Anderson","Indiana","USA","07/23/1996","05/29/1999",,,,,,,,,,,R,R,"6-00",178,,,,,,,,,NOT
allej101,Allen,"James Bradley","Jamie","05/29/1958","Yakima","Washington","USA","05/01/1983","09/04/1983",,,,,,,,,,,R,R,"6-00",205,,,,,,,,,NOT
allej102,Allen,"John Thomas","Johnny","09/30/1904","Lenoir","North Carolina","USA","04/19/1932","09/26/1944",,,,,,,"03/29/1959","St. Petersburg","Florida","USA",R,R,"6-00",180,"Memorial Park Cemetery","St. Petersburg","Florida","USA",,,,,NOT
allej103,Allen,"Cyrus Alban","Jack","10/02/1855","Woodstock","Illinois","USA","05/01/1879","07/17/1879",,,,,,,"04/21/1915","Trenton","New Jersey","USA",R,R,,160,"Erie Cemetery","Erie","Pennsylvania","USA",,,,,NOT
allej104,Allen,"John Marshall","John","10/27/1890","Berkeley Springs","West Virginia","USA","06/02/1914","06/02/1914",,,,,,,"09/24/1967","Hagerstown","Maryland","USA",R,R,"6-01",170,"Rose Hill Cemetery","Hagerstown","Maryland","USA",,,,,NOT
allek101,Allen,"Kim Bryant","Kim","04/05/1953","Fontana","California","USA","09/02/1980","09/29/1981",,,,,,,,,,,R,R,"5-11",175,,,,,,,,,NOT
allel001,Allen,"Lucas Gale","Luke","08/04/1978","Covington","Georgia","USA","09/10/2002","07/17/2003",,,,,,,,,,,L,R,"6-02",208,,,,,,,,,NOT
allel002,Allen,Logan Shane,Logan,05/23/1997,West Palm Beach,Florida,USA,06/18/2019,"09/30/2021",,,,,,,,,,,R,L,"6-03",200,,,,,,,,,
allel101,Allen,"Lloyd Cecil","Lloyd","05/08/1950","Merced","California","USA","09/01/1969","07/27/1975",,,,,,,,,,,R,R,"6-01",185,,,,,,,,,NOT
allem101,Allen,"Myron Smith","Myron","03/22/1854","Kingston","New York","USA","07/19/1883","07/01/1888",,,,,,,"03/08/1924","Kingston","New York","USA",R,R,"5-08",150,"Rhinebeck Cemetery","Rhinebeck","New York","USA",,,,,NOT
allen001,Allen,"Neil Patrick","Neil","01/24/1958","Kansas City","Kansas","USA","04/15/1979","09/19/1989",,,"04/03/2005","10/03/2017",,,,,,,R,R,"6-03",185,,,,,,,,,NOT
allen101,Allen,"Artemus Ward","Nick","09/14/1888","Norton","Kansas","USA","05/01/1914","10/02/1920",,,,,,,"10/16/1939","Hines","Illinois","USA",R,R,"6-00",180,"Ninnescah Cemetery","Udall","Kansas","USA",,,,,NOT
